,,,,,,,
date,temperature,humidity,rain,pressure,windspeed,signal,timestamp
13-1-2019 16:46:23,21.1,51,0,92399,1.7,27,1547397983934
13-1-2019 16:52:20,21.3,50,0,92391,1.8,27,1547398340646
13-1-2019 16:58:18,21.2,51,0,92402,1.2,27,1547398698280
13-1-2019 17:4:16,21.3,52,0,92395,2.1,27,1547399056207
13-1-2019 17:10:12,21.1,53,0,92396,1.9,27,1547399412543
13-1-2019 17:16:12,21,55,0,92391,0.7,27,1547399772356
13-1-2019 17:22:8,21,55,0,92392,1.4,27,1547400128874
13-1-2019 17:28:7,20.9,56,0,92387,1.1,27,1547400487769
13-1-2019 17:34:4,20.9,56,0,92386,0.1,27,1547400844818
13-1-2019 17:40:1,20.6,57,0,92382,0,27,1547401201373
13-1-2019 17:45:58,20.5,58,0,92386,1.9,27,1547401558246
13-1-2019 17:51:54,20.8,57,0,92391,1.1,27,1547401914580
13-1-2019 17:57:51,20.8,58,0,92390,0.4,27,1547402271850
13-1-2019 18:3:54,20.7,58,0,92385,0.6,27,1547402634798
13-1-2019 18:9:52,20.5,59,0,92389,0,27,1547402992180
13-1-2019 18:15:50,20.3,59,0,92377,0,27,1547403350539
13-1-2019 18:21:51,20.5,59,0,92375,1.2,25,1547403711187
13-1-2019 18:27:47,20.2,60,0,92380,1,27,1547404067677
13-1-2019 18:33:43,20.1,60,0,92378,0.7,27,1547404423977
13-1-2019 18:39:40,19.9,61,0,92373,0,27,1547404780645
13-1-2019 18:45:37,19.8,62,0,92369,1.9,27,1547405137082
13-1-2019 18:51:34,19.7,62,0,92373,1.7,27,1547405494055
13-1-2019 18:57:30,19.7,63,0,92367,1,27,1547405850607
13-1-2019 19:3:27,19.6,63,0,92365,1.6,27,1547406207282
13-1-2019 19:9:23,19.6,64,0,92355,2,27,1547406563690
13-1-2019 19:15:20,19.5,64,0,92352,1,27,1547406920828
13-1-2019 19:21:17,19.5,65,0,92345,1.9,27,1547407277678
13-1-2019 19:27:14,19.6,64,0,92339,2.1,27,1547407634132
13-1-2019 19:33:24,19.5,64,0,92337,1.2,27,1547408004968
13-1-2019 19:39:38,19.3,65,0,92336,1.7,25,1547408378620
13-1-2019 19:45:35,19.4,65,0,92339,2.3,25,1547408735538
13-1-2019 19:51:33,19.5,65,0,92339,0.9,25,1547409093164
13-1-2019 19:57:41,19.3,66,0,92330,0.6,26,1547409461341
13-1-2019 20:3:40,19.2,66,0,92328,2.3,26,1547409820631
13-1-2019 20:9:49,19,67,0,92317,2.9,26,1547410189164
13-1-2019 20:16:0,19.1,67,0,92304,3.8,26,1547410560378
13-1-2019 20:22:9,19,67,0,92303,1.2,25,1547410929846
13-1-2019 20:28:10,18.9,67,0,92294,4.5,25,1547411290248
13-1-2019 20:34:6,18.9,67,0,92271,2.5,27,1547411646720
13-1-2019 20:40:13,18.8,67,0,92272,2.9,27,1547412013614
13-1-2019 20:46:10,18.7,68,0,92266,5.5,27,1547412370372
13-1-2019 20:52:11,18.6,69,0,92248,3.5,27,1547412731080
13-1-2019 20:58:8,18.5,71,0,92238,3.7,27,1547413088416
13-1-2019 21:4:5,18.5,72,0,92241,2,27,1547413445709
13-1-2019 21:10:3,18.4,72,0,92235,4.3,27,1547413803304
13-1-2019 21:15:59,18.4,73,0,92234,4.1,27,1547414159756
13-1-2019 21:21:57,18.3,74,0,92231,5.8,27,1547414517928
13-1-2019 21:27:56,18.3,74,0,92231,3,26,1547414876806
13-1-2019 21:33:54,18.2,74,0,92228,4.3,27,1547415234454
13-1-2019 21:39:50,18.2,74,0,92233,4.9,28,1547415590767
13-1-2019 21:45:47,18.1,74,0,92229,0.2,27,1547415947159
13-1-2019 21:51:43,18,74,0,92229,0.1,27,1547416303912
13-1-2019 21:57:40,18,75,0,92238,1.2,27,1547416660709
13-1-2019 22:3:37,17.9,75,0,92234,1.7,27,1547417017123
13-1-2019 22:9:33,17.8,76,0,92239,3.9,27,1547417373753
13-1-2019 22:15:30,17.8,77,0,92242,1.4,27,1547417730293
13-1-2019 22:21:26,17.7,78,0,92239,1.4,27,1547418086923
13-1-2019 22:27:24,17.7,78,0,92245,4.3,27,1547418444237
13-1-2019 22:33:20,17.6,78,0,92233,1.9,27,1547418800767
13-1-2019 22:39:17,17.6,79,0,92236,2.8,27,1547419157203
13-1-2019 22:45:13,17.6,79,0,92232,1.2,27,1547419513537
13-1-2019 22:51:9,17.6,79,0,92235,4.8,27,1547419869947
13-1-2019 22:57:16,17.6,79,0,92248,4.2,27,1547420236604
13-1-2019 23:3:16,17.5,80,0,92258,2.6,26,1547420596472
13-1-2019 23:9:13,17.5,80,0,92266,3.3,27,1547420953690
13-1-2019 23:15:23,17.5,80,0,92272,3.9,27,1547421323124
13-1-2019 23:23:57,17.4,80,0,92274,2.6,25,1547421837615
13-1-2019 23:29:55,17.4,80,0,92279,2.3,25,1547422195887
14-1-2019 0:4:11,17.3,80,0,92298,1,99,1547424251768
14-1-2019 0:10:8,17.3,80,0,92295,1.4,27,1547424608305
14-1-2019 0:16:6,17.3,80,0,92304,0.9,27,1547424966997
14-1-2019 0:22:3,17.3,80,0,92310,5.2,27,1547425323407
14-1-2019 0:28:1,17.3,80,0,92316,1,27,1547425681660
14-1-2019 0:33:59,17.3,80,0,92317,2.4,27,1547426039034
14-1-2019 0:39:56,17.3,80,0,92322,1.8,27,1547426396929
14-1-2019 0:45:54,17.4,80,0,92319,4.3,27,1547426754321
14-1-2019 0:54:23,17.3,80,0,92329,2.4,27,1547427263491
14-1-2019 1:0:19,17.3,80,0,92336,2.8,27,1547427619809
14-1-2019 1:6:17,17.1,81,0,92336,1.8,27,1547427977599
14-1-2019 1:12:19,17.1,81,0,92342,0.8,27,1547428339872
14-1-2019 1:18:17,17.1,81,0,92348,2.6,27,1547428697087
14-1-2019 1:26:43,17,81,0,92358,0.3,27,1547429203698
14-1-2019 1:32:52,16.9,82,0,92378,1.6,27,1547429572948
14-1-2019 1:38:49,17,81,0,92382,2,27,1547429929404
14-1-2019 1:44:46,17.2,81,0,92392,1.1,27,1547430286595
14-1-2019 1:50:43,17.4,80,0,92404,0,27,1547430643770
14-1-2019 1:56:39,17.6,79,0,92413,2.6,27,1547430999904
14-1-2019 2:2:39,17.6,79,0,92427,1.6,27,1547431359532
14-1-2019 2:8:48,17.3,79,0,92439,2,27,1547431728547
14-1-2019 2:14:46,17.7,78,0,92439,0.8,27,1547432086575
14-1-2019 2:20:57,17.5,79,0,92458,1.7,28,1547432457242
14-1-2019 2:26:54,17.3,79,0,92466,1.8,27,1547432814230
14-1-2019 2:32:50,17.6,79,0,92464,1.4,27,1547433170668
14-1-2019 2:38:47,17.9,77,0,92481,1.5,27,1547433527478
14-1-2019 2:44:43,18.1,76,0,92493,1.4,27,1547433883990
14-1-2019 2:53:54,18.7,74,0,92526,3.2,27,1547434434962
14-1-2019 2:59:52,18.7,74,0,92528,1.5,26,1547434792456
14-1-2019 3:5:49,18.4,74,0,92536,2.7,26,1547435149148
14-1-2019 3:11:56,18.5,75,0,92549,2.3,25,1547435516017
14-1-2019 3:17:55,18.9,72,0,92539,6.9,25,1547435875413
14-1-2019 3:23:51,18.6,74,0,92541,1.8,27,1547436231747
14-1-2019 3:29:49,19.6,71,0,92539,1.8,27,1547436589283
14-1-2019 3:35:45,19.9,70,0,92539,3.7,27,1547436945853
14-1-2019 3:41:42,20.3,69,0,92545,0.8,27,1547437302432
14-1-2019 3:47:39,19.9,69,0,92541,2.5,27,1547437659042
14-1-2019 3:53:35,20.1,69,0,92531,2.6,27,1547438015340
14-1-2019 3:59:31,20.6,68,0,92539,1.9,27,1547438371947
14-1-2019 4:5:28,21.3,65,0,92543,3,27,1547438728420
14-1-2019 4:11:25,21.7,64,0,92536,0.8,27,1547439085899
14-1-2019 4:17:22,21.2,64,0,92536,1.9,27,1547439442628
14-1-2019 4:23:19,20.5,66,0,92529,3.8,27,1547439799158
14-1-2019 4:29:26,20.8,64,0,92533,2.6,27,1547440166726
14-1-2019 4:35:33,20.8,65,0,92515,1.6,25,1547440533529
14-1-2019 4:41:32,20.9,64,0,92519,1.2,26,1547440892442
14-1-2019 4:47:29,22.5,59,0,92523,1.9,27,1547441249637
14-1-2019 4:53:26,21.8,60,0,92518,5.3,27,1547441606107
14-1-2019 4:59:22,21.8,60,0,92514,4.1,27,1547441962691
14-1-2019 5:5:19,22.7,57,0,92508,4.7,27,1547442319476
14-1-2019 5:11:15,22.9,56,0,92500,4.3,27,1547442675850
14-1-2019 5:17:12,23.3,53,0,92491,4.4,27,1547443032098
14-1-2019 5:23:8,23,53,0,92497,1.5,27,1547443388517
14-1-2019 5:29:6,23.2,53,0,92489,3.2,27,1547443746609
14-1-2019 5:35:4,23.6,53,0,92489,4.4,27,1547444104859
14-1-2019 5:41:1,23.7,52,0,92470,1.8,27,1547444461334
14-1-2019 5:46:57,24.2,52,0,92458,4.4,27,1547444817787
14-1-2019 5:52:55,23.8,51,0,92449,1.2,27,1547445175463
14-1-2019 5:58:52,24.7,50,0,92439,3.7,27,1547445532316
14-1-2019 6:4:48,24.5,49,0,92420,5.6,27,1547445888888
14-1-2019 6:10:45,24.5,49,0,92412,3.7,27,1547446245203
14-1-2019 6:16:42,24.8,46,0,92395,4.4,27,1547446602633
14-1-2019 6:22:40,25,45,0,92394,5.8,27,1547446960527
14-1-2019 6:28:37,25.3,44,0,92380,8.6,27,1547447317201
14-1-2019 6:34:33,24.9,44,0,92382,2.7,27,1547447673854
14-1-2019 6:40:31,25.1,44,0,92374,3.7,27,1547448031030
14-1-2019 6:46:27,25.3,41,0,92364,7.4,27,1547448387601
14-1-2019 6:52:24,25.1,43,0,92359,2.9,27,1547448744576
14-1-2019 6:58:22,25.8,41,0,92346,2.6,27,1547449102989
14-1-2019 7:4:21,26.3,39,0,92337,1.5,27,1547449461244
14-1-2019 7:10:18,26.1,41,0,92327,5.3,27,1547449818695
14-1-2019 7:16:17,25.9,40,0,92312,7.4,27,1547450177787
14-1-2019 7:22:24,25.7,41,0,92306,5.4,27,1547450544101
14-1-2019 7:28:22,25.7,40,0,92291,1.9,26,1547450902237
14-1-2019 7:34:19,26,39,0,92292,6.3,27,1547451259911
14-1-2019 7:40:17,25.9,40,0,92273,3,27,1547451617867
14-1-2019 7:46:14,26.3,38,0,92261,2.9,27,1547451974695
14-1-2019 7:52:15,26.7,38,0,92253,1.9,27,1547452335433
14-1-2019 7:58:15,27.3,37,0,92240,1.2,27,1547452695845
14-1-2019 8:0:52,27.3,37,0,92240,1.2,27,1547452852899
14-1-2019 8:6:50,27,36,0,92229,3.8,27,1547453210534
14-1-2019 8:12:50,27.2,34,0,92226,2.7,27,1547453570125
14-1-2019 8:18:52,27,35,0,92213,0.8,27,1547453932878
14-1-2019 8:24:53,27.3,35,0,92214,4.6,27,1547454293517
14-1-2019 8:30:59,27.5,34,0,92203,3.5,27,1547454659047
14-1-2019 8:36:57,27.5,34,0,92185,1.1,26,1547455017260
14-1-2019 8:42:53,28,33,0,92175,2.7,27,1547455373792
14-1-2019 8:48:50,27.6,33,0,92162,4.2,27,1547455730426
14-1-2019 8:54:46,28.2,32,0,92156,2.4,27,1547456086960
14-1-2019 9:0:44,27.8,31,0,92141,5.3,27,1547456444336
14-1-2019 9:6:51,27.6,31,0,92128,3.2,27,1547456811769
14-1-2019 9:12:51,28.4,29,0,92129,3.2,27,1547457171621
14-1-2019 9:18:48,27.9,30,0,92112,6.5,27,1547457528491
14-1-2019 9:24:45,27.7,31,0,92108,1.9,27,1547457885467
14-1-2019 9:30:43,28,31,0,92109,3.3,27,1547458243016
14-1-2019 9:36:43,28,30,0,92106,2,27,1547458603112
14-1-2019 9:42:41,27.9,30,0,92111,3,26,1547458961126
14-1-2019 9:48:47,27.6,28,0,92104,2.4,27,1547459327537
14-1-2019 9:54:46,28.2,28,0,92103,4.2,27,1547459686596
14-1-2019 10:0:53,27.9,29,0,92104,2.3,26,1547460053448
14-1-2019 10:6:59,28.5,28,0,92103,4.5,26,1547460419145
14-1-2019 10:13:5,27.9,28,0,92097,2.7,26,1547460785914
14-1-2019 10:19:10,28.3,28,0,92091,2.3,26,1547461150570
14-1-2019 10:25:7,28.2,26,0,92090,1.9,26,1547461507300
14-1-2019 10:31:7,28,26,0,92090,0.8,26,1547461867220
14-1-2019 10:37:5,28.1,26,0,92087,3.3,27,1547462225653
14-1-2019 10:43:2,27.8,25,0,92077,3.7,26,1547462582720
14-1-2019 10:49:7,27.8,25,0,92083,2.1,27,1547462947454
14-1-2019 10:55:3,28.1,26,0,92082,0.9,27,1547463303829
14-1-2019 11:1:0,28,26,0,92088,3.6,27,1547463660061
14-1-2019 11:4:13,27.9,25,0,92090,3.4,27,1547463853100
14-1-2019 11:10:10,28.1,25,0,92090,0.7,27,1547464210057
14-1-2019 11:16:8,27.8,25,0,92097,6.1,26,1547464568092
14-1-2019 11:22:13,27.9,26,0,92100,1.5,26,1547464933182
14-1-2019 11:28:10,27.9,26,0,92104,1.9,26,1547465290871
14-1-2019 11:34:12,27.9,26,0,92108,2,26,1547465652807
14-1-2019 11:40:19,27.7,27,0,92114,1.4,26,1547466019937
14-1-2019 11:46:23,27.4,27,0,92117,1.9,26,1547466383673
14-1-2019 11:52:29,27.4,27,0,92126,2.3,26,1547466749942
14-1-2019 11:58:29,27.2,28,0,92126,1.1,25,1547467109037
14-1-2019 12:4:30,27.1,28,0,92132,1.6,26,1547467470405
14-1-2019 12:10:27,27,29,0,92132,0.9,26,1547467827824
14-1-2019 12:16:24,26.8,29,0,92122,2.8,26,1547468184955
14-1-2019 12:22:23,26.7,28,0,92131,0.6,27,1547468543975
14-1-2019 12:28:29,26.5,29,0,92141,1.1,26,1547468909649
14-1-2019 12:34:29,26.4,29,0,92143,1.5,27,1547469269461
14-1-2019 12:40:30,26.2,30,0,92160,1.9,26,1547469630257
14-1-2019 12:46:28,26,31,0,92161,2.1,26,1547469988547
14-1-2019 12:52:28,26,31,0,92166,0.8,26,1547470348184
14-1-2019 12:58:24,25.7,33,0,92182,0.7,27,1547470704531
14-1-2019 13:4:28,25.5,33,0,92195,1.2,27,1547471068965
14-1-2019 13:13:3,25.3,34,0,92210,2.1,27,1547471583978
14-1-2019 13:15:50,25.3,34,0,92210,2.1,27,1547471750611
14-1-2019 13:22:4,25.2,34,0,92215,0.8,25,1547472124847
14-1-2019 13:28:11,24.9,34,0,92223,1.7,26,1547472491264
14-1-2019 13:31:32,24.7,35,0,92241,0.7,26,1547472692572
14-1-2019 13:37:50,24.7,35,0,92255,0.8,26,1547473070347
14-1-2019 13:46:22,24.6,35,0,92269,1.8,26,1547473582081
14-1-2019 13:52:24,24.4,35,0,92271,1.8,27,1547473944512
14-1-2019 13:58:23,24.4,34,0,92272,2.4,27,1547474303327
14-1-2019 14:4:19,24.4,35,0,92275,0.9,27,1547474659764
14-1-2019 14:10:16,24.2,34,0,92283,1.9,27,1547475016260
14-1-2019 14:16:13,24.1,34,0,92291,2.4,27,1547475373050
14-1-2019 14:22:9,24,35,0,92307,1,27,1547475729479
14-1-2019 14:28:6,23.9,35,0,92316,2.4,27,1547476086852
14-1-2019 14:34:3,23.7,36,0,92323,1.1,27,1547476443123
14-1-2019 14:39:59,23.6,36,0,92335,1.4,27,1547476799539
14-1-2019 14:45:56,23.3,36,0,92331,2.7,27,1547477156696
14-1-2019 14:51:53,23.4,37,0,92346,2.6,27,1547477513518
14-1-2019 14:57:49,23.5,38,0,92367,4.5,27,1547477869657
14-1-2019 15:3:46,23.4,39,0,92372,2.4,27,1547478226199
14-1-2019 15:12:52,23.2,43,0,92382,5.1,27,1547478772061
14-1-2019 15:18:48,23.1,44,0,92380,2.7,27,1547479128960
14-1-2019 15:24:46,23,46,0,92391,2,27,1547479486978
14-1-2019 15:30:44,22.9,47,0,92403,4.1,27,1547479844045
14-1-2019 15:36:41,22.8,48,0,92399,2.9,27,1547480201498
14-1-2019 15:42:47,22.6,49,0,92409,3.4,27,1547480567430
14-1-2019 15:48:45,22.5,49,0,92399,4.7,27,1547480925065
14-1-2019 15:54:42,22.4,50,0,92402,2.7,27,1547481282339
14-1-2019 16:0:38,22.3,51,0,92396,9.7,27,1547481638494
14-1-2019 16:6:35,22.2,52,0,92398,4.5,27,1547481995789
14-1-2019 16:15:5,22.1,52,0,92396,7.1,27,1547482505528
14-1-2019 16:21:11,22,53,0,92386,8.2,25,1547482871708
14-1-2019 16:27:27,21.8,53,0,92401,4.1,26,1547483247062
14-1-2019 16:36:4,21.7,54,0,92398,8.3,26,1547483764350
14-1-2019 16:42:11,21.6,54,0,92390,7.7,26,1547484131269
14-1-2019 16:48:10,21.5,54,0,92395,6.2,25,1547484490480
14-1-2019 16:54:9,21.4,55,0,92392,9.2,26,1547484849950
14-1-2019 17:0:7,21.2,55,0,92386,5.5,27,1547485207005
14-1-2019 17:6:9,21.2,56,0,92382,9.2,27,1547485569843
14-1-2019 17:12:19,21,56,0,92392,5.6,27,1547485939903
14-1-2019 17:18:18,20.9,57,0,92389,3.5,25,1547486298710
14-1-2019 17:24:15,20.8,57,0,92377,5.8,27,1547486655303
14-1-2019 17:30:11,20.6,58,0,92375,8.7,27,1547487011998
14-1-2019 17:36:8,20.5,58,0,92364,6.4,27,1547487368506
14-1-2019 17:42:5,20.5,56,0,92352,6,27,1547487725173
14-1-2019 17:48:3,20.4,57,0,92357,7.5,27,1547488083154
14-1-2019 17:54:0,20.2,56,0,92348,4.6,27,1547488440946
14-1-2019 17:59:59,20.2,54,0,92344,12,27,1547488799558
14-1-2019 18:5:56,20.2,53,0,92346,2.5,27,1547489156755
14-1-2019 18:12:9,20.2,50,0,92341,6.8,27,1547489529570
14-1-2019 18:18:7,20.1,49,0,92339,3.5,25,1547489887701
14-1-2019 18:24:4,20.1,49,0,92353,3.4,27,1547490244332
14-1-2019 18:30:1,20,49,0,92343,6.5,27,1547490601325
14-1-2019 18:35:57,19.9,50,0,92342,3.7,27,1547490957839
14-1-2019 18:41:54,19.8,49,0,92333,5.8,27,1547491314452
14-1-2019 18:47:52,19.8,49,0,92330,5.5,27,1547491672107
14-1-2019 18:53:51,19.7,49,0,92328,6.6,27,1547492031439
14-1-2019 18:59:48,19.6,50,0,92333,4.9,27,1547492388075
14-1-2019 19:5:44,19.6,49,0,92322,4.7,27,1547492744490
14-1-2019 19:11:42,19.5,50,0,92324,4.1,27,1547493102223
14-1-2019 19:17:50,19.5,49,0,92319,4.8,27,1547493470129
14-1-2019 19:23:48,19.4,49,0,92292,5.2,28,1547493828569
14-1-2019 19:29:49,19.4,49,0,92287,2,27,1547494189264
14-1-2019 19:35:47,19.3,49,0,92293,3.4,27,1547494547178
14-1-2019 19:41:43,19.3,49,0,92301,6.6,27,1547494903694
14-1-2019 19:47:41,19.2,50,0,92298,5.3,27,1547495261649
14-1-2019 19:56:45,19.2,49,0,92288,4.3,27,1547495805350
14-1-2019 20:2:54,19,50,0,92293,5.4,26,1547496174663
14-1-2019 20:8:59,19,50,0,92286,6,26,1547496539458
14-1-2019 20:14:56,19,49,0,92280,4.2,26,1547496896918
14-1-2019 20:21:3,19,48,0,92266,5.1,26,1547497263887
14-1-2019 20:27:15,19,47,0,92253,3.6,26,1547497635876
14-1-2019 20:33:12,19,46,0,92245,5.4,26,1547497992611
14-1-2019 20:39:9,19,45,0,92241,4.6,26,1547498349165
14-1-2019 20:45:7,19,44,0,92237,4.3,26,1547498707776
14-1-2019 20:51:5,18.9,44,0,92233,5.3,27,1547499065595
14-1-2019 20:57:2,19,43,0,92224,7.2,27,1547499422585
14-1-2019 21:3:1,18.9,42,0,92211,2.6,27,1547499781756
14-1-2019 21:9:7,19,41,0,92209,6,27,1547500147654
14-1-2019 21:15:4,18.8,42,0,92215,6.1,27,1547500504185
14-1-2019 21:21:3,18.9,42,0,92204,6.3,27,1547500863501
14-1-2019 21:27:2,18.7,42,0,92205,5.3,27,1547501222192
14-1-2019 21:32:58,18.8,41,0,92205,5.3,27,1547501578507
14-1-2019 21:39:1,18.8,41,0,92214,2.9,27,1547501941594
14-1-2019 21:45:9,18.6,43,0,92211,3.7,27,1547502309810
14-1-2019 21:51:5,18.6,43,0,92215,2.9,27,1547502665987
14-1-2019 21:57:2,18.4,44,0,92223,2.4,27,1547503022621
14-1-2019 22:2:59,18.4,45,0,92226,2.5,27,1547503379814
14-1-2019 22:8:56,18.2,45,0,92236,3.8,27,1547503736672
14-1-2019 22:14:54,18.2,45,0,92237,2.4,27,1547504094301
14-1-2019 22:20:51,18.3,45,0,92244,1.5,27,1547504451274
14-1-2019 22:26:48,18.2,44,0,92250,3.5,27,1547504808584
14-1-2019 22:32:45,18,44,0,92259,1.5,27,1547505165880
14-1-2019 22:38:43,17.8,44,0,92250,1.6,27,1547505523893
14-1-2019 22:44:40,18.1,42,0,92257,2.8,26,1547505880305
14-1-2019 22:50:38,17.9,43,0,92270,3,26,1547506238276
14-1-2019 22:56:34,17.8,43,0,92264,3,26,1547506594755
14-1-2019 23:2:31,18,42,0,92268,2.5,26,1547506951714
14-1-2019 23:8:28,18,42,0,92272,2.1,25,1547507308741
14-1-2019 23:17:4,17.8,43,0,92282,4.1,26,1547507824673
14-1-2019 23:23:2,17.6,44,0,92289,0.9,26,1547508182644
14-1-2019 23:29:7,17.6,43,0,92294,1.4,25,1547508547196
14-1-2019 23:35:7,17.6,44,0,92292,4.4,25,1547508907110
14-1-2019 23:41:5,17.6,44,0,92303,1.7,27,1547509265062
14-1-2019 23:47:1,17.7,43,0,92307,2,27,1547509621599
14-1-2019 23:53:1,17.6,43,0,92310,2.4,27,1547509981233
14-1-2019 23:58:57,17.3,44,0,92327,1.5,27,1547510337784
15-1-2019 0:5:2,17.3,43,0,92331,2.9,26,1547510702937
15-1-2019 0:10:59,17.4,43,0,92320,1.8,26,1547511059251
15-1-2019 0:17:4,17.5,42,0,92316,2.8,26,1547511424912
15-1-2019 0:23:11,17.3,43,0,92319,2.4,27,1547511791741
15-1-2019 0:29:10,17.1,43,0,92326,1.7,27,1547512150212
15-1-2019 0:38:15,17.3,41,0,92328,1.4,27,1547512695674
15-1-2019 0:44:12,17.5,40,0,92328,1.5,27,1547513052294
15-1-2019 0:50:9,17.3,41,0,92333,2.5,27,1547513409787
15-1-2019 0:56:8,17.3,40,0,92343,1.1,27,1547513768040
15-1-2019 1:2:6,17.2,40,0,92353,1.9,27,1547514126679
15-1-2019 1:8:12,17.3,40,0,92355,4.5,26,1547514492090
15-1-2019 1:14:8,17.3,40,0,92368,3.7,27,1547514848442
15-1-2019 1:20:7,17.2,41,0,92393,4.1,27,1547515207502
15-1-2019 1:26:4,17.3,41,0,92402,4.4,27,1547515564970
15-1-2019 1:32:11,17.5,40,0,92411,1.2,27,1547515931866
15-1-2019 1:38:9,17.4,40,0,92425,3.2,25,1547516289974
15-1-2019 1:44:10,17.6,40,0,92426,1.5,27,1547516650851
15-1-2019 1:50:10,17.8,40,0,92431,4.1,27,1547517010422
15-1-2019 1:56:11,18.2,39,0,92438,3.7,27,1547517371017
15-1-2019 2:2:7,18.6,37,0,92438,2.6,26,1547517727609
15-1-2019 2:8:5,18.9,37,0,92453,1.7,27,1547518085022
15-1-2019 2:14:1,19.2,36,0,92469,5.7,27,1547518441545
15-1-2019 2:19:57,19.6,35,0,92481,2.7,27,1547518797914
15-1-2019 2:25:54,19.7,36,0,92495,0.9,27,1547519154586
15-1-2019 2:31:53,20.1,35,0,92500,4.4,26,1547519513259
15-1-2019 2:37:50,19.9,35,0,92514,4.3,27,1547519870089
15-1-2019 2:43:56,20.1,34,0,92523,2.7,27,1547520236007
15-1-2019 2:50:3,20.6,32,0,92531,3.4,25,1547520603994
15-1-2019 2:56:4,21.1,30,0,92556,4.5,25,1547520964850
15-1-2019 3:2:1,21.1,30,0,92561,5.1,27,1547521321349
15-1-2019 3:8:8,21.4,29,0,92582,3.4,27,1547521688301
15-1-2019 3:14:15,22.2,29,0,92593,2.7,25,1547522055224
15-1-2019 3:20:20,22,27,0,92593,6.8,26,1547522420544
15-1-2019 3:26:27,21.7,28,0,92589,3.9,26,1547522787015
15-1-2019 3:29:15,21.7,28,0,92589,3.9,26,1547522955715
15-1-2019 3:35:15,22.6,26,0,92603,3.6,26,1547523315305
15-1-2019 3:41:11,22.6,25,0,92598,3.6,26,1547523671762
15-1-2019 3:47:8,22.4,26,0,92606,3.2,27,1547524028176
15-1-2019 3:53:6,22.5,26,0,92598,6.5,27,1547524386305
15-1-2019 3:59:2,22.7,25,0,92595,4.7,27,1547524742793
15-1-2019 4:4:59,23,23,0,92601,9,26,1547525099519
15-1-2019 4:10:56,23.3,22,0,92594,5.5,27,1547525456089
15-1-2019 4:16:55,23.2,22,0,92593,3.8,26,1547525815038
15-1-2019 4:22:51,23.2,23,0,92591,4.8,26,1547526171838
15-1-2019 4:28:48,23.2,22,0,92579,3.4,26,1547526528453
15-1-2019 4:34:44,23.2,22,0,92583,2.4,26,1547526884902
15-1-2019 4:40:43,23.4,20,0,92580,6,27,1547527243419
15-1-2019 4:49:14,23.8,20,0,92573,3.8,26,1547527754807
15-1-2019 4:55:13,24.2,20,0,92576,6.2,28,1547528113799
15-1-2019 5:1:10,24.3,19,0,92566,2.6,27,1547528470351
15-1-2019 5:7:7,24.1,18,0,92562,7.1,27,1547528827259
15-1-2019 5:13:3,24.2,19,0,92563,2.1,27,1547529183798
15-1-2019 5:19:1,24.8,19,0,92557,2.7,27,1547529541012
15-1-2019 5:24:59,24.8,19,0,92553,4.1,27,1547529899644
15-1-2019 5:30:56,24.3,19,0,92534,3.6,27,1547530256514
15-1-2019 5:36:52,24.9,20,0,92531,4.3,27,1547530612996
15-1-2019 5:42:49,24.5,20,0,92522,4.2,27,1547530969769
15-1-2019 5:48:46,24.8,20,0,92510,4.5,27,1547531326301
15-1-2019 5:54:44,24.5,20,0,92501,4.1,27,1547531684634
15-1-2019 6:0:40,24.9,19,0,92493,5.3,27,1547532040930
15-1-2019 6:6:37,25.2,18,0,92491,2.4,27,1547532397458
15-1-2019 6:12:33,25.3,19,0,92482,4.5,27,1547532753916
15-1-2019 6:18:30,25.5,19,0,92467,5.2,27,1547533110429
15-1-2019 6:24:26,25.5,18,0,92452,2,27,1547533466847
15-1-2019 6:30:33,25.3,17,0,92446,7.5,27,1547533833297
15-1-2019 6:39:44,26,18,0,92420,2.8,27,1547534384602
15-1-2019 6:45:44,26,16,0,92413,3.7,25,1547534744022
15-1-2019 6:51:56,26.3,15,0,92391,4.5,26,1547535116348
15-1-2019 6:57:55,26.3,16,0,92381,3.2,26,1547535475543
15-1-2019 7:3:58,26.4,17,0,92368,7.3,26,1547535838792
15-1-2019 7:9:59,25.9,16,0,92360,3,25,1547536199270
15-1-2019 7:15:56,26.6,15,0,92361,5.3,27,1547536556067
15-1-2019 7:21:56,26.3,16,0,92345,7.3,27,1547536916596
15-1-2019 7:27:52,26.8,17,0,92332,5.4,26,1547537272992
15-1-2019 7:33:49,27,15,0,92324,2.8,27,1547537629684
15-1-2019 7:39:47,27.4,15,0,92321,8.1,27,1547537987698
15-1-2019 7:45:46,26.8,15,0,92317,3,27,1547538346735
15-1-2019 7:51:43,27.4,15,0,92309,7.2,27,1547538703866
15-1-2019 7:57:43,27,15,0,92309,3.4,27,1547539063360
15-1-2019 8:6:12,27.3,15,0,92293,3.4,27,1547539572226
15-1-2019 8:12:8,26.9,15,0,92278,2.8,27,1547539928525
15-1-2019 8:18:6,27.5,17,0,92278,1.7,27,1547540286456
15-1-2019 8:24:3,27.6,15,0,92277,2.3,27,1547540643167
15-1-2019 8:30:5,27.6,14,0,92254,2.8,27,1547541005347
15-1-2019 8:36:5,27.1,14,0,92250,3,27,1547541365794
15-1-2019 8:42:4,27.6,15,0,92245,0.4,27,1547541724732
